GBR_ID,GBR_NAME,X_COORD,Y_COORD
22070,Rothbury Reef,150.64956665,-22.02905846
22071,Cheviot Reef,150.67242432,-22.08842659
22073,Raynham Reef,150.540802,-22.2659111
22074,Pelican Rock Reef,150.25891113,-22.34176254
22147B,South Hixson Reef,152.71989441,-22.35609627
22148A,Howard Patch (No 1),152.59686279,-22.3952713
22148B,Howard Patch (No 2),152.65293884,-22.3807354
22148C,Howard Patch (No 3),152.61279297,-22.37690735
23037,Ship Rock Reef,151.18359375,-23.40786171
23038,Fairway Rock Reef,151.16886902,-23.41720963
23039,Timandra Bank,151.02453613,-23.4292984
23041,Innamincka Shoal,151.83343506,-23.00548744
23042A,Haberfield Shoal,151.7779541,-23.03224754
22075,Clara Group Reef,150.71580505,-22.33778381
22076,Brown Reef,150.68203735,-22.35803413
22077,Triangular Reef,150.50758362,-22.38270569
22149,Quoin Reef,150.79794312,-22.56382942
22152,Perforated (Peak) Reef,150.95962524,-22.65620041
22153,Flat Island Reef,150.99430847,-22.73053741
22154,Five Rocks Reef,150.81163025,-22.79780006
23042B,Guthrie Shoal,151.84333801,-23.04942131
23043,Johnson Patch,151.59663391,-23.07773399
23044,Douglas Shoal,151.66712952,-23.09139442
23045A,North Reef (North),151.90402222,-23.18507195
22078,Island Head Reef,150.65988159,-22.33389854
22079,Split Island Reef,150.74176025,-22.40484238
22080,Dome Reef,150.74647522,-22.41151047
22156,Karamea Bank,151.5401001,-22.64430237
22157,Barcoo Bank,151.6587677,-22.85585213
22158,Moresby Bank,151.77133179,-22.84694099
22159,Edgell Bank,151.77529907,-22.88311386
22160,Goodwin Shoal,151.72375488,-22.91066933
22161,Archer Shoal,152.67381287,-22.61344719
22163,Round Island Reef,150.77062988,-22.51808167
23045B,North Reef (South),151.88774109,-23.20534706
23046,Tryon Reef,151.78274536,-23.24594116
23047,Brew Shoal,151.76174927,-23.25719452
23048,Broomfield Reef,151.94029236,-23.26951599
23049,North West Island Reef,151.77075195,-23.29514885
11244E,Great Detached Reef (No 5),143.97679138,-11.73175335
